kind,code,SuperClassCode,currency,definition,fdacode,fdaterm,imdrfcode,imdrfterm,inclusion,preferred,pronunciation,report,termlevel
layer3,Z01-c0064_L2,Z01-c0059_L1,Y,力が加えられた時、機器の材料が軟らか過ぎる／硬過ぎる。,,,C0705,,,剛性の問題,,not report,L2
layer4,Z01-c0064,Z01-c0064_L2,Y,力が加えられた時、機器の材料が軟らか過ぎる／硬過ぎる。,,,C0705,,,剛性の問題,,report,L2
layer3,Z01-c0065_L2,Z01-c0059_L1,Y,他より過度の、又は不適切な物理的な力が加わることにより起きる問題（例えば、摩耗、曲げ、変形、破損、疲労）。,,,C0706,,,ストレス（物理的な圧力）の問題,,not report,L2
layer4,Z01-c0065,Z01-c0065_L2,Y,他より過度の、又は不適切な物理的な力が加わることにより起きる問題（例えば、摩耗、曲げ、変形、破損、疲労）。,,,C0706,,,ストレス（物理的な圧力）の問題,,report,L2
layer4,Z01-c0066,Z01-c0065_L2,Y,ストレスによる機器の形状又は寸法の変化。これは、張力、圧縮、せん断、曲げ、引っ張り、ねじれといった応力によって生じる。,,,C070601,,,変形の問題,,report,L3
layer4,Z01-c0067,Z01-c0065_L2,Y,物質が一時的又は繰り返しストレスにより、材料が性能低下する又は破損する。,,,C070602,,,疲労の問題,,report,L3
layer4,Z01-c0068,Z01-c0065_L2,Y,機器の構成品、物体、又は材料が2つ又はそれ以上の部分に分離する（せん断を含む）。,,,C070603,,,分解の問題,,report,L3
layer4,Z01-c0069,Z01-c0065_L2,Y,機器全体への突発的な激しい一撃又は衝撃（例えば落下）により生じる問題。,,,C070604,,,機械的衝撃の問題,,report,L3
layer4,Z01-c0070,Z01-c0065_L2,Y,機器又は環境から加わる一定の周期的な動作により生じる問題。,,,C070605,,,振動の問題,,report,L3
layer4,Z01-c0071,Z01-c0065_L2,Y,使用、劣化又は変更により機器の材料が予想より早く又は予想していた腐食浸食を超えたことによる問題。,,,C070606,,,摩耗の問題,,report,L3
layer3,Z01-c0072_L2,Z01-c0059_L1,Y,機器又は部品の物理的寸法が不正確である。,,,C0707,,,不正確な寸法,,not report,L2
layer4,Z01-c0072,Z01-c0072_L2,Y,機器又は部品の物理的寸法が不正確である。,,,C0707,,,不正確な寸法,,report,L2
layer3,Z01-c0154_L2,Z01-c0059_L1,Y,閉塞又は妨害物により発生した問題。,,,C0708,,,閉塞,,not report,L2
layer4,Z01-c0154,Z01-c0154_L2,Y,閉塞又は妨害物により発生した問題。,,,C0708,,,閉塞,,report,L2
layer2,Z01-c0073_L1,Z01_InvestigationFindings,Y,機器の光学特性に関連する問題。,,,C08,,,光学的な問題,,not report,L1
layer3,Z01-c0073_L2,Z01-c0073_L1,Y,機器の光学特性に関連する問題。,,,C08,,,光学的な問題,,not report,L1
layer4,Z01-c0073,Z01-c0073_L2,Y,機器の光学特性に関連する問題。,,,C08,,,光学的な問題,,report,L1
layer3,Z01-c0074_L2,Z01-c0073_L1,Y,光エネルギーの伝達の問題。,,,C0801,,,光伝達の問題,,not report,L2
layer4,Z01-c0074,Z01-c0074_L2,Y,光エネルギーの伝達の問題。,,,C0801,,,光伝達の問題,,report,L2
layer3,Z01-c0075_L2,Z01-c0073_L1,Y,ジオプトリー、グレア、照度、グリスニングなど、機器の光学特性に関する問題。,,,C0802,,,光源の問題,,not report,L2
layer4,Z01-c0075,Z01-c0075_L2,Y,ジオプトリー、グレア、照度、グリスニングなど、機器の光学特性に関する問題。,,,C0802,,,光源の問題,,report,L2
layer2,Z01-c0076_L1,Z01_InvestigationFindings,Y,放射線などの画像処理に用いられる機器の問題。例えば、CT、MRI。,,,C09,,,臨床画像等の問題,,not report,L1
layer3,Z01-c0076_L2,Z01-c0076_L1,Y,放射線などの画像処理に用いられる機器の問題。例えば、CT、MRI。,,,C09,,,臨床画像等の問題,,not report,L1
layer4,Z01-c0076,Z01-c0076_L2,Y,放射線などの画像処理に用いられる機器の問題。例えば、CT、MRI。,,,C09,,,臨床画像等の問題,,report,L1
layer3,Z01-c0077_L2,Z01-c0076_L1,Y,MRIなどの放射線検査に使用される傾斜磁場により生じる問題。,,,C0901,,,傾斜磁場の問題,,not report,L2
layer4,Z01-c0077,Z01-c0077_L2,Y,MRIなどの放射線検査に使用される傾斜磁場により生じる問題。,,,C0901,,,傾斜磁場の問題,,report,L2
layer3,Z01-c0078_L2,Z01-c0076_L1,Y,MRIなどの放射線検査で発生する信号損失による受け入れ難い画像の乱れ,,,C0902,,,画像アーチファクト,,not report,L2
layer4,Z01-c0078,Z01-c0078_L2,Y,MRIなどの放射線検査で発生する信号損失による受け入れ難い画像の乱れ,,,C0902,,,画像アーチファクト,,report,L2
layer3,Z01-c0079_L2,Z01-c0076_L1,Y,磁場により発生する予想外又は過度の動作。,,,C0903,,,磁場誘導による動作,,not report,L2
layer4,Z01-c0079,Z01-c0079_L2,Y,磁場により発生する予想外又は過度の動作。,,,C0903,,,磁場誘導による動作,,report,L2
layer3,Z01-c0080_L2,Z01-c0076_L1,Y,機器の近くで発生する、ラジオ波により発生する予想外の温度上昇。,,,C0904,,,ラジオ波による過熱,,not report,L2
layer4,Z01-c0080,Z01-c0080_L2,Y,機器の近くで発生する、ラジオ波により発生する予想外の温度上昇。,,,C0904,,,ラジオ波による過熱,,report,L2
layer2,Z01-c0081_L1,Z01_InvestigationFindings,Y,機器のソフトウェアの問題。,,,C10,,,ソフトウェアの問題,,not report,L1
layer3,Z01-c0081_L2,Z01-c0081_L1,Y,機器のソフトウェアの問題。,,,C10,,,ソフトウェアの問題,,not report,L1
layer4,Z01-c0081,Z01-c0081_L2,Y,機器のソフトウェアの問題。,,,C10,,,ソフトウェアの問題,,report,L1
layer3,Z01-c0082_L2,Z01-c0081_L1,Y,各国の要求事項を含め、プログラムの変更管理又は不正確なバージョンに関わる問題。,,,C1001,,,プログラム構成の問題,,not report,L2
layer4,Z01-c0082,Z01-c0082_L2,Y,各国の要求事項を含め、プログラムの変更管理又は不正確なバージョンに関わる問題。,,,C1001,,,プログラム構成の問題,,report,L2
layer3,Z01-c0083_L2,Z01-c0081_L1,Y,ソフトウェア設計に問題がある（不完全又は不正確）。,,,C1002,,,設計不良,,not report,L2
layer4,Z01-c0083,Z01-c0083_L2,Y,ソフトウェア設計に問題がある（不完全又は不正確）。,,,C1002,,,設計不良,,report,L2
layer4,Z01-c0084,Z01-c0083_L2,Y,格納スペースや通信帯域の圧縮中に、データが失われる、又は破損する。,,,C100201,,,データ圧縮エラー,,report,L3
layer4,Z01-c0085,Z01-c0083_L2,Y,機器のソフトウェアが、特定の計算をするのに、不正確な一連の手順を実行する。,,,C100202,,,不正確なアルゴリズム,,report,L3
layer4,Z01-c0086,Z01-c0083_L2,Y,機器のソフトウェアが、データ項目の記述又は操作においてエラーを含んでいる。,,,C100203,,,不正確なデータ定義,,report,L3
layer4,Z01-c0087,Z01-c0083_L2,Y,機器のソフトウェアが、ユーザインタフェース（ユーザビリティの問題を含む）や他のシステムとのインタフェースにエラーがある。,,,C100204,,,インターフェイスの設計エラー,,report,L3
layer4,Z01-c0088,Z01-c0083_L2,Y,機器のソフトウェアが、操作には影響を与えないエラーを含んでいる。,,,C100205,,,非機能的欠陥,,report,L3
layer4,Z01-c0089,Z01-c0083_L2,Y,ソフトウェアモジュールの不正確な配列や起動から生じる問題。,,,C100206,,,ソフトウェアのタイミング問題,,report,L3
layer3,Z01-c0090_L2,Z01-c0081_L1,Y,機器のソフトウェアが適切に維持、更新されていない。,,,C1003,,,ソフトウェアメンテナンスの問題,,not report,L2
layer4,Z01-c0090,Z01-c0090_L2,Y,機器のソフトウェアが適切に維持、更新されていない。,,,C1003,,,ソフトウェアメンテナンスの問題,,report,L2
layer3,Z01-c0091_L2,Z01-c0081_L1,Y,機器のソフトウェアが仕様どおりに、又は適切にインストールされない。,,,C1004,,,ソフトウェアインストールの問題,,not report,L2
layer4,Z01-c0091,Z01-c0091_L2,Y,機器のソフトウェアが仕様どおりに、又は適切にインストールされない。,,,C1004,,,ソフトウェアインストールの問題,,report,L2
layer3,Z01-c0092_L2,Z01-c0081_L1,Y,機器のソフトウェア要件が不十分、不適切、又はコンフリクトを起こしている。,,,C1005,,,ソフトウェア要件のエラー,,not report,L2
layer4,Z01-c0092,Z01-c0092_L2,Y,機器のソフトウェア要件が不十分、不適切、又はコンフリクトを起こしている。,,,C1005,,,ソフトウェア要件のエラー,,report,L2
layer3,Z01-c0093_L2,Z01-c0081_L1,Y,機器のソフトウェアがコーディングエラーの結果として操作中に機能しない。,,,C1006,,,ソフトウェアのランタイムエラー,,not report,L2
layer4,Z01-c0093,Z01-c0093_L2,Y,機器のソフトウェアがコーディングエラーの結果として操作中に機能しない。,,,C1006,,,ソフトウェアのランタイムエラー,,report,L2
layer3,Z01-c0094_L2,Z01-c0081_L1,Y,機器のソフトウェアが、適切な権限、アクセス制御、保護やアカウンタビリティの機能を提供できない。,,,C1007,,,ソフトウェアセキュリティの脆弱性,,not report,L2
layer4,Z01-c0094,Z01-c0094_L2,Y,機器のソフトウェアが、適切な権限、アクセス制御、保護やアカウンタビリティの機能を提供できない。,,,C1007,,,ソフトウェアセキュリティの脆弱性,,report,L2
layer3,Z01-c0095_L2,Z01-c0081_L1,Y,機器のソフトウェアがシステム内や他の機器に期待するデータを転送できない。,,,C1008,,,誤ったデータ転送,,not report,L2
layer4,Z01-c0095,Z01-c0095_L2,Y,機器のソフトウェアがシステム内や他の機器に期待するデータを転送できない。,,,C1008,,,誤ったデータ転送,,report,L2
layer3,Z01-c0096_L2,Z01-c0081_L1,Y,全部又は一部のデータが保管ができない。,,,C1009,,,データ保存又はデータ損失,,not report,L2
layer4,Z01-c0096,Z01-c0096_L2,Y,全部又は一部のデータが保管ができない。,,,C1009,,,データ保存又はデータ損失,,report,L2
layer3,Z01-c0149_L2,Z01-c0081_L1,Y,機械学習アルゴリズムを含む人工知能のトレーニング及び／又はバリデーションに関連する問題。,,,C1010,,,人工知能のトレーニング又はバリデーションの問題,,not report,L2
layer4,Z01-c0149,Z01-c0149_L2,Y,機械学習アルゴリズムを含む人工知能のトレーニング及び／又はバリデーションに関連する問題。,,,C1010,,,人工知能のトレーニング又はバリデーションの問題,,report,L2
layer3,Z01-c0150_L2,Z01-c0081_L1,Y,機器のソフトウェアが破損した結果、機器の不具合が発生する。,,,C1011,,,ソフトウェアの破損,,not report,L2
layer4,Z01-c0150,Z01-c0150_L2,Y,機器のソフトウェアが破損した結果、機器の不具合が発生する。,,,C1011,,,ソフトウェアの破損,,report,L2
layer2,Z01-c0097_L1,Z01_InvestigationFindings,Y,機器の温度に関する問題。注：環境温度に関する問題については、「環境の問題」を使用。,,,C11,,,熱に関する問題,,not report,L1
layer3,Z01-c0097_L2,Z01-c0097_L1,Y,機器の温度に関する問題。注：環境温度に関する問題については、「環境の問題」を使用。,,,C11,,,熱に関する問題,,not report,L1
layer4,Z01-c0097,Z01-c0097_L2,Y,機器の温度に関する問題。注：環境温度に関する問題については、「環境の問題」を使用。,,,C11,,,熱に関する問題,,report,L1
layer3,Z01-c0098_L2,Z01-c0097_L1,Y,機器が操作中に予想以上の高温を発生する。これは、加熱を意図していない機器にあてはまる。操作中に加熱を意図している機器については「過度な加熱」を使用する。オーバーヒートが冷却システムの問題に関係している場合は、「不十分な冷却」を使用する。,,,C1101,,,オーバーヒートの問題,,not report,L2
layer4,Z01-c0098,Z01-c0098_L2,Y,機器が操作中に予想以上の高温を発生する。これは、加熱を意図していない機器にあてはまる。操作中に加熱を意図している機器については「過度な加熱」を使用する。オーバーヒートが冷却システムの問題に関係している場合は、「不十分な冷却」を使用する。,,,C1101,,,オーバーヒートの問題,,report,L2
layer3,Z01-c0099_L2,Z01-c0097_L1,Y,機器が操作中に、意図以上、又は予想以上の高温を発生する。これは、加熱を意図している機器にあてはまる。操作中に加熱を意図していない機器には「オーバーヒートの問題」を使用する。,,,C1102,,,過度な加熱,,not report,L2
layer4,Z01-c0099,Z01-c0099_L2,Y,機器が操作中に、意図以上、又は予想以上の高温を発生する。これは、加熱を意図している機器にあてはまる。操作中に加熱を意図していない機器には「オーバーヒートの問題」を使用する。,,,C1102,,,過度な加熱,,report,L2
layer3,Z01-c0100_L2,Z01-c0097_L1,Y,機器が操作中に、意図以上、又は予想以上に患者や他の機器を冷却する。,,,C1103,,,過度な冷却,,not report,L2
layer4,Z01-c0100,Z01-c0100_L2,Y,機器が操作中に、意図以上、又は予想以上に患者や他の機器を冷却する。,,,C1103,,,過度な冷却,,report,L2
layer3,Z01-c0101_L2,Z01-c0097_L1,Y,機器が操作中に、患者や他の機器を十分に冷却しない。,,,C1104,,,不十分な冷却,,not report,L2
layer4,Z01-c0101,Z01-c0101_L2,Y,機器が操作中に、患者や他の機器を十分に冷却しない。,,,C1104,,,不十分な冷却,,report,L2
layer2,Z01-c0102_L1,Z01_InvestigationFindings,Y,機器の安全ではない操作を防止又は警告するように設計されたシステムに関連する問題。,,,C12,,,保護システムの問題,,not report,L1
layer3,Z01-c0102_L2,Z01-c0102_L1,Y,機器の安全ではない操作を防止又は警告するように設計されたシステムに関連する問題。,,,C12,,,保護システムの問題,,not report,L1
layer4,Z01-c0102,Z01-c0102_L2,Y,機器の安全ではない操作を防止又は警告するように設計されたシステムに関連する問題。,,,C12,,,保護システムの問題,,report,L1
layer3,Z01-c0103_L2,Z01-c0102_L1,Y,機器が正常に働かないことがないように安全システムが正しく作動しない。,,,C1201,,,フェイルセーフの問題,,not report,L2
layer4,Z01-c0103,Z01-c0103_L2,Y,機器が正常に働かないことがないように安全システムが正しく作動しない。,,,C1201,,,フェイルセーフの問題,,report,L2
layer3,Z01-c0104_L2,Z01-c0102_L1,Y,潜在的に安全ではない状況を警告するために作られたシステムが正しく作動しない。,,,C1202,,,アラームシステムの問題,,not report,L2
layer4,Z01-c0104,Z01-c0104_L2,Y,潜在的に安全ではない状況を警告するために作られたシステムが正しく作動しない。,,,C1202,,,アラームシステムの問題,,report,L2
layer3,Z01-c0105_L2,Z01-c0102_L1,Y,セルフテスト・システムの不調。,,,C1203,,,セルフテストの問題,,not report,L2
layer4,Z01-c0105,Z01-c0105_L2,Y,セルフテスト・システムの不調。,,,C1203,,,セルフテストの問題,,report,L2
layer3,Z01-c0106_L2,Z01-c0102_L1,Y,自動停止機能が正しく動作しない。,,,C1204,,,自動停止の問題,,not report,L2
layer4,Z01-c0106,Z01-c0106_L2,Y,自動停止機能が正しく動作しない。,,,C1204,,,自動停止の問題,,report,L2
layer3,Z01-c0107_L2,Z01-c0102_L1,Y,デバイスの状態を表示する様に設計されたシステムが表示すべき時期より早期に起動する。,,,C1205,,,早まった表示の問題,,not report,L2
layer4,Z01-c0107,Z01-c0107_L2,Y,デバイスの状態を表示する様に設計されたシステムが表示すべき時期より早期に起動する。,,,C1205,,,早まった表示の問題,,report,L2
layer3,Z01-c0108_L2,Z01-c0102_L1,Y,機器が正しくリセットされない。,,,C1206,,,リセットの問題,,not report,L2
layer4,Z01-c0108,Z01-c0108_L2,Y,機器が正しくリセットされない。,,,C1206,,,リセットの問題,,report,L2
layer3,Z01-c0109_L2,Z01-c0102_L1,Y,機器の又はによる遮蔽が不十分である。,,,C1207,,,シールドの問題,,not report,L2
layer4,Z01-c0109,Z01-c0109_L2,Y,機器の又はによる遮蔽が不十分である。,,,C1207,,,シールドの問題,,report,L2
layer3,Z01-c0110_L2,Z01-c0102_L1,Y,安全対策が不適切、又はない。,,,C1208,,,安全対策がない、又は不十分,,not report,L2
layer4,Z01-c0110,Z01-c0110_L2,Y,安全対策が不適切、又はない。,,,C1208,,,安全対策がない、又は不十分,,report,L2
layer2,Z01-c0111_L1,Z01_InvestigationFindings,Y,機器の性能、使用又は機能に関わる問題。,,,C13,,,操作に関する問題,,not report,L1
layer3,Z01-c0111_L2,Z01-c0111_L1,Y,機器の性能、使用又は機能に関わる問題。,,,C13,,,操作に関する問題,,not report,L1
layer4,Z01-c0111,Z01-c0111_L2,Y,機器の性能、使用又は機能に関わる問題。,,,C13,,,操作に関する問題,,report,L1
layer3,Z01-c0112_L2,Z01-c0111_L1,Y,機器が適切に再処理されない。,,,C1301,,,不正確な再処理,,not report,L2
layer4,Z01-c0112,Z01-c0112_L2,Y,機器が適切に再処理されない。,,,C1301,,,不正確な再処理,,report,L2
layer4,Z01-c0113,Z01-c0112_L2,Y,洗浄の手順が正しくない、又は不適切な洗浄剤を使用する。,,,C130101,,,再処理工程において不適切に洗浄する,,report,L3
layer4,Z01-c0114,Z01-c0112_L2,Y,消毒／滅菌の手順が正しくない、及び／又は間違った消毒／滅菌剤を使用する。,,,C130102,,,再処理工程において不正確に消毒／滅菌する,,report,L3
layer4,Z01-c0115,Z01-c0112_L2,Y,再処理後、機器の組み立てが不正確である。,,,C130103,,,再処理工程において不正確に組み立てる,,report,L3
layer3,Z01-c0116_L2,Z01-c0111_L1,Y,正確に測定するための校正（測定機器と標準器の関係を確立すること）ができない、又は校正外で使用された機器。,,,C1302,,,校正の失敗又は校正外での使用,,not report,L2
layer4,Z01-c0116,Z01-c0116_L2,Y,正確に測定するための校正（測定機器と標準器の関係を確立すること）ができない、又は校正外で使用された機器。,,,C1302,,,校正の失敗又は校正外での使用,,report,L2
layer3,Z01-c0117_L2,Z01-c0111_L1,Y,機器のセットアップ、操作、分解に関わる問題。再処理は含まない。,,,C1303,,,オペレーションが困難である,,not report,L2
layer4,Z01-c0117,Z01-c0117_L2,Y,機器のセットアップ、操作、分解に関わる問題。再処理は含まない。,,,C1303,,,オペレーションが困難である,,report,L2
layer3,Z01-c0118_L2,Z01-c0111_L1,Y,機器による結果又はデータにより使用者が不正確な判断をさせる。,,,C1304,,,結果／データを間違って判断する。,,not report,L2
layer4,Z01-c0118,Z01-c0118_L2,Y,機器による結果又はデータにより使用者が不正確な判断をさせる。,,,C1304,,,結果／データを間違って判断する。,,report,L2
layer2,Z01-c0119_L1,Z01_InvestigationFindings,Y,サンプルに対する内因性又は外因性の干渉、又は目的とする検体／マーカーの予期せぬ変動変化により生じる問題。,,,C14,,,患者サンプルの問題,,not report,L1
layer3,Z01-c0119_L2,Z01-c0119_L1,Y,サンプルに対する内因性又は外因性の干渉、又は目的とする検体／マーカーの予期せぬ変動変化により生じる問題。,,,C14,,,患者サンプルの問題,,not report,L1
layer4,Z01-c0119,Z01-c0119_L2,Y,サンプルに対する内因性又は外因性の干渉、又は目的とする検体／マーカーの予期せぬ変動変化により生じる問題。,,,C14,,,患者サンプルの問題,,report,L1
layer3,Z01-c0120_L2,Z01-c0119_L1,Y,サンプルに対する新たな／未知の内因性又は外因性干渉。,,,C1401,,,新規又は未知の干渉,,not report,L2
layer4,Z01-c0120,Z01-c0120_L2,Y,サンプルに対する新たな／未知の内因性又は外因性干渉。,,,C1401,,,新規又は未知の干渉,,report,L2
layer3,Z01-c0121_L2,Z01-c0119_L1,Y,サンプルに対する既知の干渉。,,,C1402,,,既知の干渉,,not report,L2
layer4,Z01-c0121,Z01-c0121_L2,Y,サンプルに対する既知の干渉。,,,C1402,,,既知の干渉,,report,L2
layer3,Z01-c0122_L2,Z01-c0119_L1,Y,記載されていないマーカー／バリアント／変異体の変動,,,C1403,,,マーカー／バリアント／変異体の変動,,not report,L2
layer4,Z01-c0122,Z01-c0122_L2,Y,記載されていないマーカー／バリアント／変異体の変動,,,C1403,,,マーカー／バリアント／変異体の変動,,report,L2
layer3,Z01-c0123_L2,Z01-c0119_L1,Y,分析前の使用者（医療従事者）による患者サンプルの取扱いの誤り,,,C1404,,,分析前の取扱いの問題,,not report,L2
layer4,Z01-c0123,Z01-c0123_L2,Y,分析前の使用者（医療従事者）による患者サンプルの取扱いの誤り,,,C1404,,,分析前の取扱いの問題,,report,L2
layer2,Z01-c0124_L1,Z01_InvestigationFindings,Y,環境に関連する問題、例えば、塵、ほこり、湿度、温度など。,,,C15,,,環境の問題,,not report,L1
layer3,Z01-c0124_L2,Z01-c0124_L1,Y,環境に関連する問題、例えば、塵、ほこり、湿度、温度など。,,,C15,,,環境の問題,,not report,L1
layer4,Z01-c0124,Z01-c0124_L2,Y,環境に関連する問題、例えば、塵、ほこり、湿度、温度など。,,,C15,,,環境の問題,,report,L1
layer3,Z01-c0125_L2,Z01-c0124_L1,Y,使用環境の温度や温度変化により機器の性能が影響を受ける。,,,C1501,,,環境温度の問題,,not report,L2
layer4,Z01-c0125,Z01-c0125_L2,Y,使用環境の温度や温度変化により機器の性能が影響を受ける。,,,C1501,,,環境温度の問題,,report,L2
layer3,Z01-c0126_L2,Z01-c0124_L1,Y,塵やほこりが侵入や付着して生じる問題。,,,C1502,,,塵やほこりの問題,,not report,L2
layer4,Z01-c0126,Z01-c0126_L2,Y,塵やほこりが侵入や付着して生じる問題。,,,C1502,,,塵やほこりの問題,,report,L2
layer3,Z01-c0127_L2,Z01-c0124_L1,Y,機器の使用により周囲の環境が汚染される。例えば、塵、ほこり、煙、熱、生物由来物質。,,,C1503,,,機器による環境汚染,,not report,L2
layer4,Z01-c0127,Z01-c0127_L2,Y,機器の使用により周囲の環境が汚染される。例えば、塵、ほこり、煙、熱、生物由来物質。,,,C1503,,,機器による環境汚染,,report,L2
layer3,Z01-c0128_L2,Z01-c0124_L1,Y,使用環境の圧力や圧力変化により機器の性能が影響を受ける。,,,C1504,,,環境からの圧力の問題,,not report,L2
layer4,Z01-c0128,Z01-c0128_L2,Y,使用環境の圧力や圧力変化により機器の性能が影響を受ける。,,,C1504,,,環境からの圧力の問題,,report,L2
layer3,Z01-c0129_L2,Z01-c0124_L1,Y,周辺の光により機器の性能が影響を受ける。この用語は機器に対する直接の影響と機器の使用者の能力（例えば、視認性）に関連する。,,,C1505,,,周囲の光の問題,,not report,L2
layer4,Z01-c0129,Z01-c0129_L2,Y,周辺の光により機器の性能が影響を受ける。この用語は機器に対する直接の影響と機器の使用者の能力（例えば、視認性）に関連する。,,,C1505,,,周囲の光の問題,,report,L2
layer3,Z01-c0130_L2,Z01-c0124_L1,Y,使用環境の湿度や湿度変化により機器の性能が影響を受ける。,,,C1506,,,環境の湿度の問題,,not report,L2
layer4,Z01-c0130,Z01-c0130_L2,Y,使用環境の湿度や湿度変化により機器の性能が影響を受ける。,,,C1506,,,環境の湿度の問題,,report,L2
layer2,Z01-c0131_L1,Z01_InvestigationFindings,Y,製造行為及び／又は製造工程の問題,,,C16,,,製造工程の問題,,not report,L1
layer3,Z01-c0131_L2,Z01-c0131_L1,Y,製造行為及び／又は製造工程の問題,,,C16,,,製造工程の問題,,not report,L1
layer4,Z01-c0131,Z01-c0131_L2,Y,製造行為及び／又は製造工程の問題,,,C16,,,製造工程の問題,,report,L1
layer3,Z01-c0132_L2,Z01-c0131_L1,Y,機器が正確に組み立てられていない。,,,C1601,,,組み立ての問題,,not report,L2
layer4,Z01-c0132,Z01-c0132_L2,Y,機器が正確に組み立てられていない。,,,C1601,,,組み立ての問題,,report,L2
layer3,Z01-c0133_L2,Z01-c0131_L1,Y,最終滅菌で発生する問題。,,,C1602,,,滅菌の問題,,not report,L2
layer4,Z01-c0133,Z01-c0133_L2,Y,最終滅菌で発生する問題。,,,C1602,,,滅菌の問題,,report,L2
layer3,Z01-c0134_L2,Z01-c0131_L1,Y,据え付け、セットアップ、又は設定が正しくされなかったために機能不全が発生（例えば、「自動」除細動器が「半自動」に設定されたため機能不全が発生する）,,,C1603,,,据え付けの問題,,not report,L2
layer4,Z01-c0134,Z01-c0134_L2,Y,据え付け、セットアップ、又は設定が正しくされなかったために機能不全が発生（例えば、「自動」除細動器が「半自動」に設定されたため機能不全が発生する）,,,C1603,,,据え付けの問題,,report,L2
layer3,Z01-c0135_L2,Z01-c0131_L1,Y,機器の製造設備のメンテナンスにおいて発生した問題。,,,C1604,,,製造設備のメンテナンス,,not report,L2
layer4,Z01-c0135,Z01-c0135_L2,Y,機器の製造設備のメンテナンスにおいて発生した問題。,,,C1604,,,製造設備のメンテナンス,,report,L2
layer3,Z01-c0136_L2,Z01-c0131_L1,Y,機器の包装による問題。,,,C1605,,,包装の問題,,not report,L2
layer4,Z01-c0136,Z01-c0136_L2,Y,機器の包装による問題。,,,C1605,,,包装の問題,,report,L2
layer4,Z01-c0137,Z01-c0136_L2,Y,機器の包装が損なわれる（例えば、破れる又は不完全なシール）。,,,C160501,,,包装不良,,report,L3
layer4,Z01-c0138,Z01-c0136_L2,Y,包装材料の組み合わせや種類が不適当。,,,C160502,,,包装材料の問題,,report,L3
layer4,Z01-c0139,Z01-c0136_L2,Y,意図しないものが機器に同梱されている。,,,C160503,,,意図しないものが入っている,,report,L3
layer4,Z01-c0140,Z01-c0136_L2,Y,包装に誤った又は不完全な機器（部品の欠落）が含まれていたために生じた問題。,,,C160504,,,誤った、又は不完全な機器を含む包装又は梱包,,report,L3
layer2,Z01-c0141_L1,Z01_InvestigationFindings,Y,機器が取扱説明書（添付文書等を含む）に従って適切にメンテナンスされなかったために、製造後に発生する機器の不具合（例えば、医療機関、代理店又はサービス提供業者によりメンテナンスが行われる）,,,C17,,,機器のメンテナンスの問題,,not report,L1
layer3,Z01-c0141_L2,Z01-c0141_L1,Y,機器が取扱説明書（添付文書等を含む）に従って適切にメンテナンスされなかったために、製造後に発生する機器の不具合（例えば、医療機関、代理店又はサービス提供業者によりメンテナンスが行われる）,,,C17,,,機器のメンテナンスの問題,,not report,L1
layer4,Z01-c0141,Z01-c0141_L2,Y,機器が取扱説明書（添付文書等を含む）に従って適切にメンテナンスされなかったために、製造後に発生する機器の不具合（例えば、医療機関、代理店又はサービス提供業者によりメンテナンスが行われる）,,,C17,,,機器のメンテナンスの問題,,report,L1
layer3,Z01-c0158_L2,Z01-c0141_L1,Y,機器の部品の不適切な調整によって引き起こされる問題。,,,C1701,,,調整不良／アライメント不良,,not report,L2
layer4,Z01-c0158,Z01-c0158_L2,Y,機器の部品の不適切な調整によって引き起こされる問題。,,,C1701,,,調整不良／アライメント不良,,report,L2
layer2,Z01-c0142_L1,Z01_InvestigationFindings,Y,輸送又は保管状況において発生した問題。,,,C18,,,輸送／保管の問題,,not report,L1
layer3,Z01-c0142_L2,Z01-c0142_L1,Y,輸送又は保管状況において発生した問題。,,,C18,,,輸送／保管の問題,,not report,L1
layer4,Z01-c0142,Z01-c0142_L2,Y,輸送又は保管状況において発生した問題。,,,C18,,,輸送／保管の問題,,report,L1
layer3,Z01-c0143_L2,Z01-c0142_L1,Y,機器の輸送状況に関連する問題（例えば、貨物室の温度や輸送方法）。,,,C1801,,,輸送の問題,,not report,L2
layer4,Z01-c0143,Z01-c0143_L2,Y,機器の輸送状況に関連する問題（例えば、貨物室の温度や輸送方法）。,,,C1801,,,輸送の問題,,report,L2
layer3,Z01-c0144_L2,Z01-c0142_L1,Y,保管管理していない、又は不適切な環境で機器を保管する（例えば、湿度に敏感な機器を高湿の環境で保管する）。,,,C1802,,,保管の問題,,not report,L2
layer4,Z01-c0144,Z01-c0144_L2,Y,保管管理していない、又は不適切な環境で機器を保管する（例えば、湿度に敏感な機器を高湿の環境で保管する）。,,,C1802,,,保管の問題,,report,L2
layer2,Z01-c0145_L1,Z01_InvestigationFindings,Y,報告された問題は調査中に再現できなかった。,,,C19,,,機器に不具合は見つからない,,not report,L1
layer3,Z01-c0145_L2,Z01-c0145_L1,Y,報告された問題は調査中に再現できなかった。,,,C19,,,機器に不具合は見つからない,,not report,L1
layer4,Z01-c0145,Z01-c0145_L2,Y,報告された問題は調査中に再現できなかった。,,,C19,,,機器に不具合は見つからない,,report,L1
layer2,Z01-c0146_L1,Z01_InvestigationFindings,Y,この用語は調査できず、結果が得られない場合に使用すること。,,,C20,,,調査結果が得られない,,not report,L1
layer3,Z01-c0146_L2,Z01-c0146_L1,Y,この用語は調査できず、結果が得られない場合に使用すること。,,,C20,,,調査結果が得られない,,not report,L1
