"薬効分類","新旧","販売名","添付文書番号","更新日","業者１","業者２","業者３","製造販売元"
"生薬：750","","ホリエカノコソウ末K","5100034A1107_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエカンゾウK","5100039X1170_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエカンゾウ末K","5100039A1215_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエキキョウK","5100042X1171_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエキキョウ末K","5100042A1144_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエキョウニンK","5100049X1149_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエゲンノショウコK","5100061X1123_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエゲンノショウコ末K","5100061A1139_1_02","2024年03月15日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエコウカK","5100062X1144_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエコウジンK","5100063X1289_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエコウジン末K","510001KA1020_1_03","2024年04月17日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエコウブシK","5100065X1156_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエコウブシ末K","5100065A1110_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエコウボクK","5100067X1155_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエコウボク末K","5100067A1110_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエゴオウK","510001NX1085_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエゴオウ末K","510001NA1023_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエサンシシK","5100081X1155_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエサンシシ末K","5100081A1136_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエサンショウK","5100083X1111_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエサンショウ末K","5100083A1119_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエシャゼンソウK","5100098X1100_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエショウキョウK","5100102X1159_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエショウキョウ末K","5100102A1121_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエショウズクK","5100103X1080_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエショウマK","5100106X1149_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエジオウK","5100087X1187_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエジュウヤクK","5100100X1133_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエセッコウK","5100109X1126_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエセンキュウK","5100111X1182_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエセンキュウ末K","5100111A1139_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエソウジュツK","5100117X1163_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエソウジュツ末K","5100117A1144_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエソウハクヒK","5100118X1125_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエソヨウK","5100120X1130_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエタイソウK","5100122X1156_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエダイオウK","5100121X1160_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエダイオウ末K","5100121A1221_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエチョウジK","5100128X1137_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエチョウジ末K","5100128A1100_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエトウガラシK","5100136X1085_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエトウガラシ末K","5100136A1082_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエトウキK","5100137X1160_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエトウキ末K","5100137A1117_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエトウニンK","5100139X1186_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエトウヒK","5100140X1111_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエハマボウフウK","5100153X1127_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエバクモンドウK","5100151X1152_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエビンロウジK","5100160X1127_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエブクリョウK","5100161X1172_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエブクリョウ末K","5100161A1137_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエボウイK","5100163X1139_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエボウコンK","5100164X1117_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエマオウK","5100170X1163_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエモクツウK","5100173X1140_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエモッコウK","5100175X1131_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエリュウコツK","5100182X1140_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエリュウタンK","5100183X1128_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエリュウタン末K","5100183A1109_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホリエレンギョウK","5100185X1135_1_02","2024年02月28日","製造販売元／堀江生薬株式会社","","","堀江生薬株式会社"
"生薬：750","","ホンゾウコウジン末","5100064A1230_1_06","2023年09月06日","製造販売元／本草製薬株式会社","","","本草製薬株式会社"
"生薬：750","","ボウイダイコーM","5100163X1058_1_02","2024年01月29日","製造販売元／大晃生薬有限会社","","","大晃生薬有限会社"
"生薬：750","","ボウコンダイコーM","5100164X1052_1_02","2024年01月29日","製造販売元／大晃生薬有限会社","","","大晃生薬有限会社"
"生薬：750","","ボウフウダイコーM","5100165X1057_1_02","2024年01月29日","製造販売元／大晃生薬有限会社","","","大晃生薬有限会社"
"生薬：750","","マオウダイコーM","5100170X1066_1_02","2024年01月29日","製造販売元／大晃生薬有限会社","","","大晃生薬有限会社"
"生薬：750","","モクツウダイコーM","5100173X1060_1_02","2024年01月29日","製造販売元／大晃生薬有限会社","","","大晃生薬有限会社"
"生薬：750","","モッコウダイコーM","5100175X1050_1_02","2024年01月29日","製造販売元／大晃生薬有限会社","","","大晃生薬有限会社"
"生薬：750","","ヤマダのオウギA","510000HX1026_1_02","2024年03月15日","製造販売元／株式会社ヤマダ薬研","","","株式会社ヤマダ薬研"
"生薬：750","","ヤマダのオウゴンA","510000JX1024_1_02","2024年03月15日","製造販売元／株式会社ヤマダ薬研","","","株式会社ヤマダ薬研"
"生薬：750","","ヤマダのオウバクA","510000KX1029_1_02","2024年03月15日","製造販売元／株式会社ヤマダ薬研","","","株式会社ヤマダ薬研"
"生薬：750","","ヤマダのキキョウA","510000UX1028_1_02","2024年03月15日","製造販売元／株式会社ヤマダ薬研","","","株式会社ヤマダ薬研"
"生薬：750","","ヤマダのキョウニンA","510000XX1021_1_02","2024年03月15日","製造販売元／株式会社ヤマダ薬研","","","株式会社ヤマダ薬研"
"生薬：750","","ヤマダのコウボクA","510001MX1021_1_02","2024年03月15日","製造販売元／株式会社ヤマダ薬研","","","株式会社ヤマダ薬研"
"生薬：750","","ヤマダのショウキョウA","510002LX1020_1_02","2024年03月15日","製造販売元／株式会社ヤマダ薬研","","","株式会社ヤマダ薬研"
"生薬：750","","ヤマダのショウマA","510002NX1020_1_02","2024年03月15日","製造販売元／株式会社ヤマダ薬研","","","株式会社ヤマダ薬研"
"生薬：750","","ヤマダのジオウA","510002CX1020_1_02","2024年03月15日","製造販売元／株式会社ヤマダ薬研","","","株式会社ヤマダ薬研"
"生薬：750","","ヤマダのセッコウA","510002SX1026_1_02","2024年03月15日","製造販売元／株式会社ヤマダ薬研","","","株式会社ヤマダ薬研"
"生薬：750","","ヤマダのセンキュウA","510002UX1025_1_02","2024年03月15日","製造販売元／株式会社ヤマダ薬研","","","株式会社ヤマダ薬研"
"生薬：750","","ヤマダのタイソウA","510003DX1029_1_02","2024年03月15日","製造販売元／株式会社ヤマダ薬研","","","株式会社ヤマダ薬研"
"生薬：750","","ヤマダのトウキA","510003MX1029_1_02","2024年03月15日","製造販売元／株式会社ヤマダ薬研","","","株式会社ヤマダ薬研"
"生薬：750","","ヤマダのトウニンA","510003PX1022_1_02","2024年03月15日","製造販売元／株式会社ヤマダ薬研","","","株式会社ヤマダ薬研"
"生薬：750","","ヤマダのハマボウフウA","510003VX1023_1_02","2024年03月15日","製造販売元／株式会社ヤマダ薬研","","","株式会社ヤマダ薬研"
"生薬：750","","ヤマダのバクモンドウA","510003TX1024_1_02","2024年03月15日","製造販売元／株式会社ヤマダ薬研","","","株式会社ヤマダ薬研"
"生薬：750","","ヤマダのブクリョウA","510004BX1023_1_02","2024年03月15日","製造販売元／株式会社ヤマダ薬研","","","株式会社ヤマダ薬研"
"生薬：750","","ヤマダのレンギョウA","510004RX1025_1_02","2024年03月15日","製造販売元／株式会社ヤマダ薬研","","","株式会社ヤマダ薬研"
"生薬：750","","リュウコツダイコーM","5100182X1050_1_02","2024年01月29日","製造販売元／大晃生薬有限会社","","","大晃生薬有限会社"
"生薬：750","","リュウタンダイコーM","5100183X1055_1_02","2024年01月29日","製造販売元／大晃生薬有限会社","","","大晃生薬有限会社"
"生薬：750","","レンギョウダイコーM","5100185X1054_1_02","2024年01月29日","製造販売元／大晃生薬有限会社","","","大晃生薬有限会社"
"生薬：750","","三和ダイオウ末","5100121A1167_1_03","2023年08月24日","製造販売元／三和生薬株式会社","","","三和生薬株式会社"
"生薬：750","","三和加工ブシ","510004SX1023_1_04","2023年09月11日","製造販売元／三和生薬株式会社","","","三和生薬株式会社"
"生薬：750","","小島ハッカ葉M","5100152X1122_1_08","2024年10月30日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島十薬M","5100100X1060_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島升麻M","5100106X1068_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島厚朴M","5100067X1066_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島厚朴末M","5100067A1055_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島地黄M","5100087X1063_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島夏枯草M","5100026X1032_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島大棗M","5100122X1075_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島大黄M","5100121X1070_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島山梔子M","5100081X1074_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島川芎M","5100111X1077_1_07","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島川芎末M","5100111A1074_1_06","2024年04月25日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島当帰M","5100137X1071_1_07","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島当帰末M","5100137A1060_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島木通M","5100173X1078_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島木香M","5100175X1069_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島杏仁M","5100049X1114_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島桃仁M","5100139X1070_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島桔梗M","5100042X1074_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島梹榔子M","5100160X1062_1_07","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島橙皮M","5100140X1103_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島浜防風M","5100153X1062_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島甘草M","5100039X1072_1_07","2024年04月02日","製造発売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島生姜M","5100102X1060_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島生姜末M","5100102A1067_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島石膏M","5100109X1053_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島紅参M","5100063X1262_1_05","2024年04月02日","製造発売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島紫蘇葉M","5100120X1068_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島茯苓M","5100161X1075_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島茯苓末M","5100161A1072_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島茴香M","5100008X1115_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島茵蔯蒿M","5100007X1080_1_04","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島蒼朮M","5100117X1074_1_10","2024年10月30日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島蒼朮末M","5100117A1071_1_09","2024年10月30日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島連翹M","5100185X1062_1_07","2024年04月03日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島釣藤鈎M","5100129X1085_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島防已M","5100163X1066_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島香附子M","5100065X1067_1_07","2024年04月02日","製造発売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島香附子末M","5100065A1056_1_07","2024年04月02日","製造発売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島麦門冬M","5100151X1071_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島麻黄M","5100170X1074_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島黄柏M","5100020X1078_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島黄耆M","5100017X1068_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島黄芩M","5100019X1075_1_04","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島黄芩末M","5100019A1072_1_06","2024年04月30日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島黄連M","5100022X1077_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島龍胆M","5100183X1063_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","小島龍骨M","5100182X1069_1_06","2024年04月01日","製造販売元／株式会社小島漢方","","","株式会社小島漢方"
"生薬：750","","本草サフラン−R","5100078X1137_1_06","2023年09月06日","製造販売元／本草製薬株式会社","","","本草製薬株式会社"
"生薬：750","","正官庄コウジン末","5100064A1167_2_03","2024年04月04日","製造販売元・／大木製薬株式会社","製造元／韓国人蔘公社","","大木製薬株式会社"
"生薬：750","","花扇コウジンK","5100063X1041_1_02","2024年03月06日","製造販売元／小西製薬株式会社","","","小西製薬株式会社"
"生薬：750","","花扇コウジン末","5100064A1043_1_02","2024年03月06日","製造販売元／小西製薬株式会社","","","小西製薬株式会社"
"生薬：750","","花扇サンシシK","5100081X1040_1_03","2024年03月06日","製造販売元／小西製薬株式会社","","","小西製薬株式会社"
"生薬：750","","花扇サンシシ末K","5100081A1047_1_02","2024年03月06日","製造販売元／小西製薬株式会社","","","小西製薬株式会社"
"生薬：750","","花扇加工ブシK","5100166X1043_1_02","2024年01月12日","製造販売元／小西製薬株式会社","","","小西製薬株式会社"
"生薬：750","","高砂アキョウM","5100001X1083_1_03","2023年10月30日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂インチンコウM","5100007X1102_2_02","2023年10月30日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂ウイキョウM","5100008X1069_1_04","2023年10月30日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂ウワウルシM","5100013X1060_1_04","2023年10月30日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂オウギM","5100017X1076_1_04","2023年09月01日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂オウゴンM","5100019X1083_1_04","2023年10月30日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂オウゴン末M","5100019A1080_1_03","2023年10月30日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂オウバクM","5100020X1086_1_04","2023年09月01日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂オウバク末M","5100020A1091_1_03","2023年09月01日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂オウレンM","5100022X1085_1_04","2023年09月01日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂オウレン末M","5100022A1082_1_03","2023年09月01日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂カゴソウM","5100026X1067_1_04","2023年10月30日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂カッコウM","5100031X1068_2_02","2023年10月30日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂カッセキM","5100033X1075_2_02","2023年10月30日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂カンキョウM","5100038X1078_1_03","2023年10月30日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂カンゾウM","5100039X1080_1_04","2023年09月01日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂カンゾウ末M","5100039A1096_1_03","2023年09月01日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂キキョウM","5100042X1082_1_05","2023年10月30日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂キキョウ末M","5100042A1080_1_03","2023年10月30日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂キョウカツM","5100048X1071_1_03","2023年09月01日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂キョウニンM","5100049X1050_1_04","2023年09月10日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂ゲンノショウコM","5100061X1085_1_04","2023年10月30日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂コウカM","5100062X1080_1_04","2023年10月30日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂コウジンM","5100063X1092_1_08","2023年06月30日","製造販売元／高砂薬業株式会社","発売元／大杉製薬株式会社","","高砂薬業株式会社"
"生薬：750","","高砂コウジンM","5100063X1092_9_03","2023年06月30日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂コウジン末M","5100064A1175_1_08","2023年06月30日","製造販売元／高砂薬業株式会社","発売元／大杉製薬株式会社","","高砂薬業株式会社"
"生薬：750","","高砂コウジン末M","5100064A1175_9_04","2023年06月30日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂コウブシM","5100065X1075_1_04","2023年10月30日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂コウブシ末M","5100065A1064_1_03","2023年10月30日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂コウボクM","5100067X1074_1_04","2023年09月01日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂コウボク末M","5100067A1063_1_03","2023年09月01日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂ゴオウM","510001NX1042_1_03","2023年10月30日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂サンシシM","5100081X1082_1_05","2023年09月01日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂サンシシ末M","5100081A1080_1_04","2023年09月01日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂サンショウM","5100083X1073_1_04","2023年10月30日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂サンソウニンM","5100085X1080_1_03","2023年09月10日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂ショウキョウM","5100102X1078_1_04","2023年09月10日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂ショウキョウ末M","5100102A1075_1_03","2023年09月10日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂ショウマM","5100106X1076_1_04","2023年10月30日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂ジオウM","5100087X1071_1_04","2023年10月30日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂ジュウヤクM","5100100X1079_1_04","2023年10月30日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂セッコウM","5100109X1061_1_04","2023年09月10日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂センキュウM","5100111X1085_1_04","2023年10月30日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂センキュウ末M","5100111A1082_1_03","2023年10月30日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂ソウジュツM","5100117X1082_1_04","2023年09月01日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂ソウジュツ末M","5100117A1080_1_03","2023年09月01日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂ソウハクヒM","5100118X1079_1_04","2023年09月10日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂ソヨウM","5100120X1076_1_04","2023年09月10日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂タイソウM","5100122X1083_1_04","2023年09月01日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂ダイオウM","5100121X1089_1_04","2023年09月01日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂ダイオウ末M","5100121A1116_1_03","2023年09月01日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂チョウジM","5100128X1064_1_04","2023年09月10日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂チョウジ末M","5100128A1061_1_03","2023年09月10日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂チョウトウコウM","5100129X1093_1_03","2023年10月30日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂トウキM","5100137X1080_1_04","2023年10月30日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂トウキ末M","5100137A1079_1_03","2023年10月30日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂トウジンM","510003NX1058_2_02","2023年09月10日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂トウドクカツM","5100138X1050_2_02","2023年09月10日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
"生薬：750","","高砂トウニンM","5100139X1089_1_04","2023年10月30日","製造販売元／高砂薬業株式会社","","","高砂薬業株式会社"
